feature_1,feature_3,feature_4,feature_5,category_1,category_2,target,feature_6_7_8_pca
0.110922589709866,-0.082296496975027,0.3086215833619146,0.3082407306760353,Above Average,Region A,1,-7.435239810124332
-1.1509935774223028,1.8142356225161431,-2.027384566806109,-0.544435230702331,Low,Region A,0,0.38456682409163834
0.3756980183456719,-0.672267757624932,1.3415199063830214,0.6969504968544016,Above Average,Region A,1,-6.440737398837209
-0.600638689918805,0.8313946423598377,-1.177452478294538,0.9287534484303646,Low,Region A,0,0.0753618261571549
-0.2916937497932768,0.1495374680335667,-0.7406947574870743,-0.4420143049994591,Below Average,Region A,0,-0.9276007697126405
-0.6017066122293969,1.1563734210109176,-1.098744552427891,-0.5858113156683866,Low,Region C,1,-2.5338750510785197
1.8522781845089376,-3.3008647737476355,4.203405473237373,-0.3229461906946482,High,Region C,1,2.964806367013123
-0.0134972247379339,0.3115723386215615,0.4978676689148734,-0.8736834322446578,Below Average,Region B,1,-2.1957239413239833
-1.0577109289559004,1.165456878010278,-2.074022526267095,0.7468653461737511,Low,Region A,0,0.20932444580274304
0.822544912103189,-0.9450351859317878,1.2077517733576826,0.8585989610649623,High,Region B,1,-2.6331040364779645
-1.2208436499710222,1.725120217092879,-2.472559212031481,0.2666060792662605,Low,Region A,0,0.07767523833029243
0.2088635950047554,-0.6828559989470572,0.3354171819721563,0.5286696257068919,Above Average,Region A,0,2.9289829752502006
-1.959670123879776,3.1132947793435544,-3.082557985840363,0.3373013548703121,Low,Region A,0,-2.4507590143426508
-1.3281860488984305,2.270909333870378,-2.5971132994545054,-0.2452915414202618,Low,Region B,0,2.1047336453961365
0.7384665799954104,-0.8915167053894356,1.2919915112779217,0.6726403417502258,High,Region B,1,0.44017955485354754
0.1713682811899705,-0.9425777701857608,0.2055160896120373,0.6198148204715341,Above Average,Region A,0,-1.4861505580171646
-0.1156482823882405,-0.2227064633416193,0.0419449983821401,-0.837884947166651,Below Average,Region A,0,2.660845805474574
-0.3011036955892888,0.8393782225245519,-0.3400803080827963,-0.0747980789137658,Below Average,Region C,0,1.7628727282259864
-1.4785219903674274,2.150682203291766,-3.102060091595875,-0.2053570720855,Low,Region B,0,-1.2465309660086714
-0.7198442083947086,0.5211023146574086,-2.7616833751725816,0.5040174915597293,Low,Region B,0,1.0706757056304026
-0.4606387709597875,0.4812983023070831,-1.2912947133632326,0.0027518790915666,Below Average,Region B,0,2.824047572632091
1.0571222262189155,-1.8627034810858976,2.2212591709030285,-0.3005977828611608,High,Region A,1,1.3854848263428727
0.3436182895684614,-0.5652159537945696,0.058649978488291,0.4126995211864031,Above Average,Region A,1,-0.5462264199608232
-1.763040155362734,2.5333349379018064,-3.692945974877386,-0.0528429593282024,Low,Region C,0,3.252979164871452
0.324083969394795,-0.4324464354107442,0.7375696785348677,-0.48675194449405,Above Average,Region B,1,2.320747292852119
-0.3850822804163165,0.5567836051407024,-1.975638362007059,0.7808338452204513,Below Average,Region C,0,6.3001898144114685
-0.6769220003059587,1.4233047769700438,-1.5199153888475732,-0.7739043036938966,Low,Region C,0,-5.12153190909723
0.6116762888408679,-0.7901498533454012,0.6903957598923511,-0.9638245862290268,High,Region A,1,1.7742752178594727
1.030999522495951,-1.4091978003858503,1.113420580110391,-0.7121779347039212,High,Region A,1,3.1677541808305967
0.9312801191161986,-1.0473730415059412,1.403631215897732,-0.6727134930053116,High,Region A,1,2.2040268797888087
-0.8392175232226385,1.1421956597050833,-2.1428266808763428,0.0760844000951312,Low,Region C,0,-0.7547421707206844
-0.3092123758512146,0.0852553307692763,-0.4536228508038765,0.249731001274075,Below Average,Region B,0,-4.467602951903065
-0.4791742378452899,0.7605667191376135,-1.217219399087602,-0.7356182024121496,Below Average,Region B,0,-0.6900029137992225
-1.1063349740060282,1.4744458610779692,-2.575816463519474,0.130966175239624,Low,Region A,0,-4.173132333607188
-1.1962066240806708,2.0483266377522598,-3.065525257189947,-0.3920772565930519,Low,Region B,0,1.9163592430872232
0.812525822394198,-0.923391994150014,1.0581010582576005,-0.5591201053180517,High,Region C,1,-2.769519205059676
1.356240028570823,-1.799213021132237,2.10725674461074,-0.8388145463051455,High,Region A,1,-2.7975147215819036
-0.0720101215803338,0.3459036640041432,0.3294590515549457,-0.9475110260155346,Below Average,Region B,0,0.18050629868245777
1.0035328978920242,-1.3345904856601083,1.8455868803097448,-0.7885271383276402,High,Region B,1,2.170583219616395
0.3616360250476341,-0.5029972185480043,-0.1550445668498754,0.4841588245678812,Above Average,Region A,1,3.134454566565928
-0.6451197546051243,0.9150657266113922,-1.380096409905485,-0.3119626996922211,Low,Region A,0,2.56241313198315
-0.0358260391099515,0.1647328228291514,-0.4105174861483963,0.0721345337772505,Below Average,Region A,1,-1.320440174528365
1.5646436558140062,-2.5881693831072834,3.4496690711248026,-0.142622440775213,High,Region B,1,1.1044301613620993
0.0870470682381712,-0.3717521153754059,-0.4754214999356021,0.3781631764732382,Above Average,Region B,0,-5.512438815754899
-0.2990073504658674,0.6878665733422913,-0.8588031974660734,-0.2105417234568236,Below Average,Region A,0,-0.7214866032102832
0.0917607765355023,-0.5420514402667622,0.3779548491613689,-0.238369286503864,Above Average,Region C,0,3.0924888828922215
-1.9875689146008928,3.011122258915661,-3.5864151092065137,-0.6881297701081137,Low,Region B,0,-2.5552977161960766
-0.2196718878375119,0.3692602608089222,-0.5560160302794355,0.5070986941754989,Below Average,Region B,0,1.9744678073405046
0.3571125715117464,-1.0789087307635237,0.9835167565265096,0.1991478086795324,Above Average,Region B,1,-3.5265354968492675
1.477894044741516,-2.3491482132693564,3.127626434744141,-0.8284131089741087,High,Region A,1,1.0501445691945681
-0.5182702182736474,0.8541151888249139,-0.378779232688798,-0.243873083126173,Low,Region B,0,0.4326812941844251
-0.8084936028931876,1.341358802328002,-1.5363864571273524,0.8071218851370052,Low,Region A,0,1.1274729251252233
-0.5017570435845365,0.6913434027967551,-0.8072726227554179,-0.0952507966875475,Low,Region C,0,-2.897873219926804
0.915402117702074,-1.1700367152088966,1.908782820538312,-0.3501450013988456,High,Region C,1,-4.537472251926839
0.3287511096596844,-0.5259215416603389,1.187860696925061,0.2875681508971897,Above Average,Region B,1,2.9261518071867694
-0.5297602037670388,0.7987361792730753,-0.6975010046228259,-0.5940552446318834,Low,Region B,0,-4.658473720401685
0.5132674331133561,-0.694404988974068,0.394683770803751,0.0476067964143589,High,Region B,1,-2.3982259787091285
0.0970775493480403,0.13248356459819,0.1235448191668562,0.3390455071272911,Above Average,Region B,1,4.0637051218773905
0.9686449905328892,-1.6556828865239934,2.249698231240008,0.7097568319501555,High,Region A,1,0.7523422410728566
-0.7020530938773524,0.9070330790605392,-1.3889527389622542,0.38500860555574,Low,Region A,0,0.6714469835584899
-0.3276621465977682,0.2908242723778879,0.0153018936350016,-0.2311804056628712,Below Average,Region C,1,2.3177425402261824
-1.4635149481321186,2.6231426996221074,-3.032368986678207,0.7967998561416836,Low,Region C,0,0.26854785559666416
0.296120277064576,-0.2723628197979174,1.219343662741393,-0.0444727506801208,Above Average,Region C,1,-2.404513050701432
0.0051134566424608,-0.1878042746402937,-1.190610808688928,0.7618360519036882,Above Average,Region B,0,-0.8583484746094854
-0.2345871333751469,0.463710867345641,-0.6820870226022201,-0.6691160167824981,Below Average,Region B,0,0.8578032056449209
-1.4153707420504142,1.8511037787957905,-3.0866285733288814,-0.7473489900392534,Low,Region B,0,1.1097637235974693
-0.420645322765359,0.4133659719036114,-0.3187983475718062,-0.384642868519937,Below Average,Region C,0,-1.6449315388156938
-0.3427145165267695,0.9175596746423988,-0.7192672956482797,-0.2400325092184776,Below Average,Region A,0,-1.5124058439911965
-0.8022772692216189,1.0194032152904724,-0.8893380040160603,0.598753396373304,Low,Region A,0,4.988157654179454
-0.1612857116660091,0.5283286123078297,-0.2974563190447867,-0.2216332297737426,Below Average,Region A,1,-1.940468756744021
0.4040508568145384,-0.229479328362526,0.3394272153037102,-0.9023576672916334,Above Average,Region C,1,1.0099496270514903
1.8861859012105304,-3.0493174791664845,3.868018807268513,0.2719233599812236,High,Region C,1,2.275959836420098
0.1745778128318389,-0.5288554862149009,0.1285579161560959,0.3424420468600166,Above Average,Region C,0,-0.6404899221901901
0.2575503907227643,-0.4691652120284961,0.895480316704521,0.6284418416642072,Above Average,Region B,1,-0.28171702473455507
-1.9187712152990413,2.914466986499385,-3.4381465175733474,-0.8278578475846459,Low,Region A,0,-0.567862340575482
-0.0265138754492168,-0.0219247603821906,-0.0539464909499701,0.1061245553891052,Below Average,Region B,0,-5.8805807129881105
0.0602302099410264,0.0178286898543508,0.2720046075278553,-0.7580052348449868,Above Average,Region A,1,4.694230235394184
-0.1923609647811225,0.5337869414027795,-0.5260585778683291,0.5571669437026912,Below Average,Region A,0,0.9141293044188428
0.3015473423336124,-0.3055490808767118,0.0115103303882438,-0.1931787993232319,Above Average,Region A,1,-3.216208863776569
-0.0347117697052433,-0.5377468693325104,0.6595025526018633,0.050010344124872,Below Average,Region A,0,-1.228376447542271
1.1428228145150203,-1.197445923561166,1.4774352051243866,-0.1979446665775233,High,Region B,1,0.5933443694553109
0.7519330326867741,-2.031056303924216,1.4989732227959895,-0.8977368150452085,High,Region A,1,-3.2847480767371495
0.7910319470430469,-0.9797331576718828,1.317992385568727,-0.4945126845840788,High,Region B,1,6.112179632256159
-0.9093874547947388,1.316273609765169,-1.893540505404026,-0.611317617324109,Low,Region A,0,-0.3437664686219829
1.4027943109360992,-2.359129967311032,2.940025961224788,0.954788041648531,High,Region A,1,2.640376799286063
-1.4018510627922809,2.343115169362008,-2.793750302760623,0.4790109080509197,Low,Region A,0,-0.11467630378730202
0.5868570938002703,-0.3673738705182062,0.9193817685921,-0.0969000034736149,High,Region C,1,3.221394218873073
2.1904556258099785,-3.053114220063642,3.433853270724071,-0.8732652070849714,High,Region B,1,-6.489320336536106
-0.9905363251306885,1.3744469023175747,-1.0470805840671875,-0.7682989550434589,Low,Region B,0,-2.040821547870656
0.0996513650876412,-0.1060887574945987,0.3840022234170135,0.8908981876740012,Above Average,Region B,1,-1.4724982458643232
-0.5034756541161992,1.0171642688887752,-0.871607600854616,-0.9372996310493432,Low,Region A,1,1.2778802630247332
-1.5506634310661327,2.209879238729081,-2.4983377204366004,0.8207942453765518,Low,Region A,0,2.082641601348055
-1.0623037137261049,2.440055645540677,-2.0144113575149323,-0.5727346786926522,Low,Region A,0,0.022860451588738367
0.4735924306351816,-0.3867930621648546,-0.0517602205637728,-0.7955352851736193,Above Average,Region A,1,7.729210880498267
1.5499344050175394,-2.762987379343953,3.291439748446993,-0.0621790296363726,High,Region A,1,-6.785458460957265
-0.7832532923362371,0.9627233347163174,-1.343255709445025,0.6648475638705136,Low,Region B,0,2.543976042075298
-0.3220615162056756,0.5054967661447851,-0.8147202514029648,-0.5476856931500758,Below Average,Region B,1,1.865933331406339
0.8135172173696698,-1.5206170934200494,0.8736227768329647,0.3571360736648492,High,Region C,1,3.6372331551957013
-1.2308643164339552,2.326415664317721,-2.251828906228972,-0.7637565902677439,Low,Region C,0,1.8422197101849294
0.2274599346041294,0.0819037900709994,-0.7081140937027431,-0.8204986317304606,Above Average,Region A,1,-2.695184268560745
1.307142754282428,-2.1207777326388584,2.119382184606799,-0.733200299276497,High,Region A,1,3.125553907687913
-1.6074832345612275,2.9464004338240866,-2.4611232452336798,0.6178026011206144,Low,Region C,0,1.1147758991432997
0.1846338585323042,-0.278226416814439,0.8690633741635474,0.3112394708652799,Above Average,Region A,0,3.1524482058994066
0.2598827942484235,0.3869927238440793,0.628857882384372,-0.6680722161326835,Above Average,Region A,0,5.03325741444587
0.7818228717773104,-1.1293284685084546,1.3456230881891005,-0.2304555786296291,High,Region C,1,-0.08665929323804655
-1.236950710878082,2.0282838914156494,-3.3035605770315013,0.5273720195129135,Low,Region B,0,2.707366864866971
-1.3204566130842763,2.400655951977282,-3.0331737500579443,-0.4286512211722255,Low,Region A,0,3.3199388952194036
0.5219415656168976,-0.3996223434830037,0.8226194941776689,0.8425274246261916,High,Region A,1,0.5227490751487875
0.296984673233186,-0.2922573900090111,0.3895784591839046,0.8292055827005143,Above Average,Region B,0,5.892380180268028
0.2504928503458765,-0.4180813713519655,0.4926147572867093,0.105801651389447,Above Average,Region A,1,2.871022398098624
0.3464482094969757,-0.3654325042475278,1.2590250896609343,0.2639485383042297,Above Average,Region C,1,-1.785941050976828
-0.6800247215784908,0.7751818308049018,-1.3776956295756158,0.3064367067756597,Low,Region A,0,0.9418101189622234
0.2322536971610035,-0.3027404300822706,0.443244107265374,-0.4830630844898487,Above Average,Region A,0,2.7978406930642863
0.2930724732986812,-0.7724009696974203,0.8229462233097347,-0.269357222552026,Above Average,Region A,1,5.760353149498198
-0.7143514180263678,0.5372626350154612,-2.0890643806367333,-0.7281177790202307,Low,Region B,0,2.29174941444384
1.8657745111447568,-2.783533737475302,3.4580316381073435,0.849742683307738,High,Region A,1,1.7980048113036609
0.4738329209117875,-0.3320660141661796,0.767330228701218,0.4476988773911041,Above Average,Region A,1,3.9392396111146977
-1.1913034972026486,2.0646966382827907,-2.0808012743782984,-0.9072874673347048,Low,Region A,0,-0.43279605957967715
0.6565536086338297,-1.009404101668427,1.4133569992582125,0.0987749001958333,High,Region C,1,-2.7149386274866374
-0.9746816702273214,1.986119414793631,-2.18299430549493,-0.3138525305240813,Low,Region B,0,2.0809947159185516
0.787084603742452,-1.3513453228676502,1.2878263566184538,0.6305757541228183,High,Region B,1,-0.5807141185862413
-0.8206823183517105,0.5763930892672771,-1.1841079114073954,0.2883002492017898,Low,Region A,0,0.07500654289956292
0.9633761292443218,-1.799421476045198,1.9794245046447003,-0.6685193330868549,High,Region C,1,1.9453701052680181
0.4127809269364983,-0.3741839674260788,1.0603938793656766,0.1175109792981174,Above Average,Region A,1,-2.3584750232395697
0.82206015999449,-1.423531045031951,0.9486648573108176,-0.4122285348929015,High,Region A,1,3.7059035761527483
1.8967929826539476,-2.7069018814237307,3.32770182695892,-0.6702231552749744,High,Region B,1,-0.2966578642469333
-0.2453881160028705,0.8619671890794989,-0.5247227402805645,0.238518293872912,Below Average,Region A,0,-0.5762599801267917
-0.7537361643574896,0.8005751577628927,-1.4901740275565944,0.2772824000307514,Low,Region B,0,-0.5622457233753914
-0.8895144296255233,1.4778215639770518,-1.6970172435650397,0.9667075622675732,Low,Region B,0,-4.1806585388963375
-0.8158102849654383,1.385404349244874,-1.7949103635899657,0.3382121193222314,Low,Region B,0,-0.9462432880374989
-0.0771017094141042,-0.1425688324207746,0.2707383496904983,0.0314198770542564,Below Average,Region C,0,1.5738003019283762
0.3411519748166439,-0.1054646846514409,0.6020362215557368,0.8252416861694993,Above Average,Region B,1,-4.663802861366437
0.276690799330019,-0.5013483156598716,0.7316399949877413,0.6565616373769116,Above Average,Region B,1,3.274919444444079
0.8271832490360238,-1.355900767827939,1.1983407497614746,0.0974925568803573,High,Region B,1,-0.5139202120968056
0.013001891877907,0.6139811277085312,0.5802765124564722,0.0226981554816145,Above Average,Region A,1,0.361684468730581
1.4535340771573169,-2.02347109302596,2.4298426782339937,0.8839383714317537,High,Region A,1,-6.778648092421707
-0.2646568332379561,0.6745724147625836,-0.7431509151156596,0.2342540879178616,Below Average,Region B,0,1.2300146692057128
2.720169166589619,-3.673785870427877,5.327134758036462,0.4275583383390138,High,Region B,1,-2.7095700733270847
0.6256673477650062,-1.1336432214852743,1.1494670138676355,-0.8266419157055938,High,Region A,1,-1.4424354744115784
-0.8571575564162826,1.6606826637405274,-1.947738983380987,0.4366112424985184,Low,Region C,1,-5.036337328447908
-1.0708924980611123,1.4557705125923677,-2.513815958421516,-0.4706363155866335,Low,Region B,0,-2.983781655167428
0.4824724152431853,-0.8870956396662673,0.3849632854735774,-0.7689241535874165,Above Average,Region B,1,-0.729474003125884
-0.2234627853258509,0.2535941862963355,0.080360448525159,0.6993322176106196,Below Average,Region B,0,-0.4505300862218685
0.714000494092092,-1.2576201916216243,1.2180891236908828,0.3823821733054919,High,Region B,1,2.041648057772475
0.4732376245735448,-0.4632095070631684,0.5533851312595827,-0.1848713755237392,Above Average,Region A,1,-5.993918815661472
-0.0728289126568727,0.1894065655288258,-0.1210091756852272,-0.137166547583867,Below Average,Region A,0,0.5308555168985715
-0.846793718068405,1.1228232527174735,-1.2731863607836442,-0.6057645555803672,Low,Region C,0,-0.4701212252191444
-1.5148472246858646,2.474622346975244,-1.9343581646680992,-0.9808980090674496,Low,Region A,0,-1.4841429386670542
-0.4465149520670211,0.5872176968846278,-1.0170039697493591,-0.3012817208612466,Below Average,Region B,0,-3.03247396941113
0.8563987943234723,-1.3830193025946114,1.2883374555642748,-0.7031712806348289,High,Region A,1,3.608053686715606
0.2140937441302039,-0.3065354507248428,0.1024183841826513,-0.1565464086253694,Above Average,Region B,1,5.643067162428193
-1.245738778711988,2.007646274767847,-2.999607533526482,0.6676501758599167,Low,Region B,0,-5.146749451191614
0.173180925851182,-0.142817093963547,-0.5649147242615056,-0.7704912731945606,Above Average,Region B,0,-3.6582389235403263
0.3853173797288368,-0.6869508242691044,0.1463469846474679,-0.816492795727707,Above Average,Region A,1,-3.309345929831362
-0.883857436201133,1.5799195165335205,-2.296577445190654,0.8042044399311239,Low,Region B,0,-0.8244708349136053
0.1537251059455279,-0.2973059042421886,1.021804271508457,0.4902791248766465,Above Average,Region B,1,3.318457557596966
0.0582087184459998,-0.2838084242516155,-0.2118354172518562,-0.8938602687648198,Above Average,Region A,1,1.8589710566178896
-1.142970297830623,1.274048952115729,-2.4782414073864585,-0.8408590294848324,Low,Region B,0,-0.517507909187773
0.3577873603482833,-0.2417274962227185,1.4921667239576626,0.369848456297855,Above Average,Region A,1,0.4707908049993298
0.5607845263682344,-0.8374597666941493,0.5978941102195855,-0.2593115957046277,High,Region A,1,-1.4671667628504652
1.083051243175277,-1.561315157209761,1.7399876173994016,0.4483465910888844,High,Region A,1,1.8601104243470952
-1.377669367957091,1.923282182456292,-2.669776652659729,0.9355733746423354,Low,Region B,0,2.128962610413692
-0.9378250399151228,0.9944177853304456,-2.5407417431995643,0.3888332245213022,Low,Region A,0,-6.13503524458494
0.5150352672086598,-0.7516186901484241,1.2468582418745986,-0.9067684703086504,High,Region B,1,-0.24760125005850903
0.5137859509122088,-0.6782904607442245,1.0600150808047537,-0.3389964502452676,High,Region A,1,-0.681278315059179
0.5150476863060479,-0.8514262493071837,1.6278899652336154,0.1272123722720586,High,Region A,1,3.3252528325330246
0.570890510693167,-1.6021857363561574,1.0052307361146449,-0.9949593998494086,High,Region A,1,1.4837962268502733
1.135565640180599,-1.3673314689009637,1.724737501424719,-0.8413837353565674,High,Region B,1,-0.6911996696366877
0.9540017634932024,-1.1936565501305356,2.823988701867736,0.0485269553923359,High,Region B,1,2.8067087023484185
0.651391251305798,-0.8400556436485592,1.3429006225372575,0.2645101817711419,High,Region A,1,3.2848854576174604
-0.3152692446403456,-0.5278665978802103,-0.7218816499092205,-0.814193248611575,Below Average,Region B,0,-4.742321914737901
0.7589692204932674,-0.7532871957588205,1.5956470127534788,0.3303130478112264,High,Region A,1,-4.119523092750048
-0.7728252145375718,0.8513075886155921,-0.8246436850187804,0.2342483145093516,Low,Region B,0,2.3042022264568147
-0.4853635478291034,0.6768675223066346,-0.8463853102674896,0.6813509831245401,Below Average,Region A,0,3.5264435482330363
0.0818741393863225,-0.0005857986838912,0.2226417940698388,0.8864837274779303,Above Average,Region C,0,0.697745097530893
2.3146585666735087,-3.280159437352498,4.598430728851693,0.9322152463135324,High,Region B,1,2.4849294666924435
-1.867265192591748,3.068749955183411,-3.400461926493157,-0.118382928040756,Low,Region A,0,-2.864952974622175
0.6862601903745135,-0.7846342325382154,1.6984382942261498,-0.0241786374439785,High,Region C,1,1.1439274499429828
-1.6127158711896517,2.494951968048415,-3.915778182740064,-0.4367560634217979,Low,Region C,0,0.8321595570094412
-0.4719318657894334,0.8326745964014274,-1.6384009909158668,0.0168648051896738,Below Average,Region B,0,-2.8423965978323307
1.088950596967366,-1.9606520101977232,2.273606107843872,-0.6985706036015762,High,Region B,1,2.4457501719247943
0.0642800190954627,-0.3217280706889008,0.3932343163845957,0.3428619215163959,Above Average,Region B,1,-5.654736885650274
-1.077744777929306,1.8852552339964088,-1.6251310593955988,-0.9501349306699408,Low,Region B,0,0.6999808952343086
-0.7153037092599682,1.3241184099085568,-2.495104145387137,-0.5287444874289005,Low,Region A,0,-3.822107721565105
0.6795977489346758,-0.8022567984686875,1.3733686064684765,-0.5838566036173698,High,Region B,1,-3.446000368076378
-0.7303666317171367,0.9412249190787468,-1.2754252201644278,0.875778142844108,Low,Region B,0,3.4204070865184453
0.2164585895819748,-0.0515402447898535,0.6818806295522032,-0.7101964965843017,Above Average,Region A,1,-3.2181908278133915
0.0455718399038137,-0.416731095599828,0.5086557484453057,0.7815509015661883,Above Average,Region A,1,-3.145014618078958
-0.6516003476058171,1.3006084643674074,-1.0675079202631326,-0.7512835572636725,Low,Region A,0,1.8004911801936714
2.1439440893253257,-3.294177374361756,4.129088232576583,0.3013959725609247,High,Region A,1,-3.4252687791699508
-2.025142586657607,2.5812812523667654,-3.818025387085009,-0.3679952629060168,Low,Region C,0,2.221743543791249
0.1864543147694276,0.2493397416214151,0.4348813663487955,0.9965422002429304,Above Average,Region B,0,-1.789014946998215
-0.661786464768388,0.8842403984035434,-1.4338782843558593,-0.5479142844141518,Low,Region C,0,2.673366392003571
0.852433334796224,-1.392493778997859,0.8311620152404738,-0.5948798641311148,High,Region A,1,-5.910756449727111
0.5049872789804571,-0.7791796188613778,0.8678158726754659,0.9650090470468952,High,Region A,1,-1.7105582085486317
0.8657551941701215,-1.5199206708364386,1.557346712075668,0.4028275484749215,High,Region A,1,-1.5683340302371127
-1.2002964070557762,1.5901255512899082,-2.034364297637427,0.123742132500819,Low,Region B,0,3.5353320970079367
-0.4749453111609562,0.4419483181503795,-1.0388966817118508,0.1902256179453327,Below Average,Region A,0,-0.4085847660754468
-0.6533292325737119,0.7495355783589231,-1.714025817563324,0.2016699935053834,Low,Region C,0,-1.2772499496393257
1.7654542402810969,-3.0600187353455683,3.939028368214355,-0.5645770122713525,High,Region C,1,-3.6468267821144713
0.4049817109609555,-0.7586517704298351,0.784002603305889,0.3424171230676067,Above Average,Region C,1,-3.3974459859468413
-1.2608839543350452,2.284806540419744,-3.275178857920916,-0.5911524186711918,Low,Region B,0,1.0675681419791065
0.917861947054776,-1.6305730126130549,2.168949452436264,-0.0200903532092817,High,Region C,1,-0.3543332691240555
2.122156197012633,-3.4027242750751223,4.505016286051345,-0.4802609747401754,High,Region A,1,2.149663978835074
1.0324652605511468,-1.4905213068822596,1.0600402076370772,-0.3743979525404979,High,Region C,1,-0.8038670021923422
-1.5193699659540134,2.1678160187911626,-3.020682595976336,0.2277540399920596,Low,Region C,0,0.19923516102794292
-0.4842340728662513,1.394797439304272,-1.5498603704887024,-0.8710297705243994,Below Average,Region B,0,1.817730324955061
1.2669111491866227,-1.9491251131828111,2.1100214858297712,-0.9759303693515452,High,Region B,1,-1.197384185463781
-0.7076694656187807,1.1620697022933826,-2.6365269291899143,-0.7387599809047127,Low,Region A,0,-4.842302246680324
0.4438194281462284,-0.382598506779546,1.9984072249196565,-0.662586043851005,Above Average,Region C,1,1.9782447035897113
-0.0595253560618,0.0409497880868997,0.3109980578603667,-0.1062840659242427,Below Average,Region A,0,-1.637685887301938
-1.0243876413342898,1.5066533794071548,-2.6569663804250547,0.2886683257110869,Low,Region A,0,-5.7620939858932685
-0.2525681513931603,0.2463451957611962,-0.0876284525980579,0.4582175368256953,Below Average,Region A,0,1.1698817067356326
1.6324113039316352,-2.96665791670948,2.978613473452387,0.713450671610339,High,Region C,1,4.074403681591454
-1.430141377960633,2.391696792612098,-2.818536435643814,0.9768696945482168,Low,Region A,0,3.0024843717763634
-0.4400444866969837,-0.0443537890847722,-0.3802248028777993,-0.7563851355231566,Below Average,Region A,0,-2.752892659438626
0.1307405772860913,-0.1978277182006132,-0.3908494545551486,0.3021611673138071,Above Average,Region A,0,5.494852820880888
1.4412732890661155,-2.2233681238805887,2.810408167888802,-0.9951724911980472,High,Region C,1,6.274797159427298
1.1631637521549596,-2.2942409968465274,1.5554075822836857,-0.4299979598278893,High,Region A,1,0.9527597926221668
0.010233061019587,-0.2856805776246877,1.1395038301417473,0.6928081688392682,Above Average,Region C,1,0.10851846571504513
-0.9815086510479508,1.4314340389674316,-2.32185068243335,0.3050018028754748,Low,Region B,0,3.9723385027605596
0.4621034742632707,-0.7524140126356565,1.1831927936830464,-0.1083581360553462,Above Average,Region B,1,-4.824501377108787
0.19905969557347,-0.4634529206032185,0.1909742400853767,-0.1228030527952144,Above Average,Region B,1,-0.7290020591912438
0.0698020849900189,-0.4825719461459507,0.6050700964290459,-0.3779337843979924,Above Average,Region B,0,2.6312804897519375
-0.3853135968617602,0.685128258991122,-0.2760553348361367,0.7554290352510287,Below Average,Region A,0,0.21752310887116877
0.113517345251248,-0.8667216205001456,0.2220016871710305,0.1357382623995946,Above Average,Region B,0,3.9899873549382967
0.6621306745210467,-1.000926818544747,1.0026049051404613,-0.0321000729482943,High,Region C,1,0.9878210752135754
